62 1891
6 22 0.843482133526
6 23 0.820664025526
6 24 0.818667379913
6 25 0.768135131248
6 26 0.819942032121
6 27 0.863158397365
6 28 0.830542018285
6 29 0.815529020035
6 30 0.835122074421
6 31 0.801873524497
6 32 0.841786286084
6 33 0.817628825342
6 34 0.799373922517
6 35 0.849354444482
6 36 0.808015441422
6 37 0.820966375998
6 38 0.830686409078
6 39 0.777104029944
6 40 0.778826954808
6 41 0.832815905968
6 42 0.794567350671
6 43 0.772995634187
6 44 0.834317745322
6 45 0.82128167032
6 46 0.813580959111
6 47 0.801696931947
6 48 0.80839701105
6 49 0.812976573287
6 50 0.814686424263
6 51 0.770639730872
6 52 0.749951308977
6 53 0.784077062466
6 54 0.789479798939
6 55 0.830846067323
6 56 0.831885289479
6 57 0.822048680454
6 58 0.788337880045
6 59 0.758977800839
6 60 0.821161660673
6 61 0.811495745024
7 8 1.02749986137
7 9 0.9677127097
7 10 0.908450873963
7 11 0.985266900605
7 12 0.88549186899
7 13 0.860700972145
7 14 0.901317093497
7 15 0.85447615318
7 16 0.880389615663
7 17 0.968538572666
7 18 0.985939112011
7 19 0.853575404603
7 20 0.883287650544
7 21 0.871997460124
7 22 1.00879838114
7 23 1.02294679046
7 24 0.954961637516
7 25 0.83309185515
7 26 0.959527606285
7 27 1.01233131517
7 28 0.946287223647
7 29 0.985650563518
7 30 1.0079728325
7 31 0.872117004208
7 32 1.14026494265
7 33 0.961573642066
7 34 0.841936633559
7 35 1.03017358007
7 36 0.94493626445
7 37 0.992792279568
7 38 1.05325343025
7 39 0.912412421477
7 40 0.876594054027
7 41 1.08844351363
7 42 0.927899978512
7 43 0.865789401023
7 44 0.934980781248
7 45 0.936463106188
7 46 0.916741054608
7 47 0.898362571243
7 48 0.865838987833
7 49 0.971311584535
7 50 0.938676423474
7 51 0.808624417095
7 52 0.794176238211
7 53 0.902652791843
7 54 0.841157987391
7 55 1.18704308856
7 56 1.05747314696
7 57 1.16177841349
7 58 0.871093627727
7 59 0.853815339738
7 60 0.977172166134
7 61 0.940807624438
8 9 0.879579175391
8 10 0.846417610479
8 11 0.96879729399
8 12 0.887487795261
8 13 0.834316172455
8 14 0.814456268516
8 15 0.862774163022
8 16 0.875238757775
8 17 0.810819078086
8 18 0.900873468148
8 19 0.779799061382
8 20 0.89739102547
8 21 0.86514843069
8 22 0.950077442478
8 23 0.938840721862
8 24 0.940774683496
8 25 0.765847727951
8 26 0.940341240572
8 27 0.967811103898
8 28 0.953497471702
8 29 0.918731870443
8 30 0.973936620713
8 31 0.870212844372
8 32 0.987507097098
8 33 0.888841061436
8 34 0.839243127589
8 35 0.926108666497
8 36 0.916977753116
8 37 0.837679989622
8 38 1.31947282925
8 39 0.827838267218
8 40 0.813013879944
8 41 0.948596491586
8 42 0.804706143588
8 43 0.797755723312
8 44 0.908157747447
8 45 0.906001545896
8 46 0.902893905503
8 47 0.811754739203
8 48 0.784329882353
8 49 0.92633002981
8 50 0.924061363106
8 51 0.754957091118
8 52 0.797566078703
8 53 0.826865820111
8 54 0.847675237983
8 55 1.11887006128
8 56 0.955959255001
8 57 1.18266896326
8 58 0.856550703475
8 59 0.798664571665
8 60 0.941539039339
8 61 0.917106902353
9 10 0.841951839738
9 11 0.909860543929
9 12 0.885801346976
9 13 0.846105661569
9 14 0.855791793476
9 15 0.836392089286
9 16 0.830548980004
9 17 0.87909351705
9 18 1.05971219874
9 19 0.845508734789
9 20 0.866105289632
9 21 0.842008725937
9 22 0.941046399869
9 23 0.926782001042
9 24 0.927977698589
9 25 0.792993493458
9 26 0.931826010438
9 27 0.974713282505
9 28 0.89490584107
9 29 1.04903982621
9 30 0.94423302187
9 31 0.851463431259
9 32 1.09737479725
9 33 0.919321064895
9 34 0.842736617095
9 35 0.948051944962
9 36 0.890884451076
9 37 0.903070821699
9 38 0.893759506269
9 39 0.847675375886
9 40 0.846397068371
9 41 1.01646025628
9 42 0.868494479151
9 43 0.822362793191
9 44 0.947603226155
9 45 0.873012452314
9 46 0.884746869364
9 47 0.854232891713
9 48 0.810260379349
9 49 0.946854043475
9 50 0.884547196722
9 51 0.78097755784
9 52 0.777878343325
9 53 0.815481275286
9 54 0.819443722487
9 55 0.933589917794
9 56 1.09217866618
9 57 0.958025904523
9 58 0.847211528137
9 59 0.799493476386
9 60 0.879253267782
9 61 0.888267727931
10 11 0.843818922923
10 12 0.836089279327
10 13 0.820328772968
10 14 0.85415079056
10 15 0.823150209344
10 16 0.852868843585
10 17 0.910402553556
10 18 0.879125554742
10 19 0.841959255174
10 20 0.819011909921
10 21 0.801762014163
10 22 0.866961857684
10 23 0.8726135189
10 24 0.849768907374
10 25 0.793444506892
10 26 0.864569789378
10 27 0.886482227686
10 28 0.824782700271
10 29 0.894519503156
10 30 0.902155110674
10 31 0.847368748942
10 32 0.954866763023
10 33 0.862064029131
10 34 0.856272954261
10 35 0.90687805799
10 36 0.871659474088
10 37 0.955052425741
10 38 0.868882674711
10 39 0.851335399555
10 40 0.818857697864
10 41 0.950307770777
10 42 0.862831920008
10 43 0.858126121184
10 44 0.843984878336
10 45 0.867628099772
10 46 0.863650394367
10 47 0.8605673563
10 48 0.842963650438
10 49 0.876399482385
10 50 0.881056262679
10 51 0.78770953731
10 52 0.782015625674
10 53 0.848899709733
10 54 0.793315384482
10 55 0.874543410631
10 56 0.932768929524
10 57 0.909388214708
10 58 0.830280007298
10 59 0.813785275573
10 60 0.880378030822
10 61 0.828781397213
11 12 0.918962781075
11 13 0.847353487718
11 14 0.820626054758
11 15 0.857340568981
11 16 0.876736570414
11 17 0.837320641622
11 18 0.928817249016
11 19 0.820891612266
11 20 0.882379451546
11 21 0.865572097182
11 22 0.965541062778
11 23 0.923785437859
11 24 0.956204165863
11 25 0.746879409348
11 26 0.968094219081
11 27 0.987901629926
11 28 0.940042380575
11 29 0.960550683833
11 30 0.923910154759
11 31 0.866141141174
11 32 1.02337630848
11 33 0.924268660812
11 34 0.83775167197
11 35 0.978573195808
11 36 0.95015764644
11 37 0.854187853727
11 38 0.953254950175
11 39 0.832275577304
11 40 0.846407172043
11 41 0.965040373912
11 42 0.834134472109
11 43 0.81472049619
11 44 0.945534984265
11 45 0.893423155456
11 46 0.907868600442
11 47 0.81773505568
11 48 0.814921972263
11 49 1.00686563165
11 50 0.90879365822
11 51 0.759098012257
11 52 0.776544397038
11 53 0.811348804604
11 54 0.865483240217
11 55 0.973299246757
11 56 0.990108004225
11 57 0.994361607625
11 58 0.8696589562
11 59 0.78347245336
11 60 0.935289898462
11 61 0.923499305274
12 13 0.830865048398
12 14 0.790467351629
12 15 0.838239162691
12 16 0.84120142114
12 17 0.833291330046
12 18 0.87767874323
12 19 0.80227802265
12 20 0.844962221417
12 21 0.805861790668
12 22 0.878883176077
12 23 0.884350612925
12 24 0.858432037839
12 25 0.770164761172
12 26 0.904267055294
12 27 0.968992849884
12 28 0.84654203908
12 29 0.928040098419
12 30 0.879565512639
12 31 0.865770408691
12 32 0.965532325537
12 33 0.884063901865
12 34 0.794140642352
12 35 0.877332975264
12 36 0.900702655418
12 37 0.864440392078
12 38 0.904858938928
12 39 0.7974621101
12 40 0.784696724796
12 41 0.920242398583
12 42 0.799799586258
12 43 0.79689803687
12 44 0.870069559466
12 45 0.893307325277
12 46 0.862596282652
12 47 0.793126216398
12 48 0.779572971918
12 49 0.93217716069
12 50 0.884496073368
12 51 0.760288962175
12 52 0.780959794562
12 53 0.796548586052
12 54 0.805840277781
12 55 0.916874710594
12 56 0.956380957019
12 57 0.913091773929
12 58 0.815139420475
12 59 0.757069417813
12 60 0.901156711903
12 61 0.855048533769
13 14 0.783052061636
13 15 0.826769171104
13 16 0.79533481041
13 17 0.795420240013
13 18 0.869630606597
13 19 0.773484873671
13 20 0.813800523056
13 21 0.753407114771
13 22 0.895745220642
13 23 0.86820791441
13 24 0.923670004744
13 25 0.786843086975
13 26 0.842982491067
13 27 0.980037467522
13 28 0.848188881813
13 29 0.890044326237
13 30 0.94474628161
13 31 1.23473309943
13 32 0.922618356087
13 33 0.86423401025
13 34 0.821383864787
13 35 0.86694614947
13 36 0.847834638411
13 37 0.830438347782
13 38 0.855325555411
13 39 0.803710656516
13 40 0.808694357293
13 41 0.921911885699
13 42 0.777894277086
13 43 0.801959397614
13 44 0.883629668377
13 45 0.850526715692
13 46 1.00975896113
13 47 0.809880966893
13 48 0.760113024347
13 49 0.892861338175
13 50 1.22926717483
13 51 0.75387185686
13 52 0.767911866709
13 53 0.810197684702
13 54 0.769755406094
13 55 0.865140219785
13 56 0.881516815849
13 57 0.883849077416
13 58 0.910747289393
13 59 0.751504085949
13 60 0.838428030687
13 61 0.851631111231
14 15 0.772003358961
14 16 0.811140601403
14 17 0.914369316951
14 18 0.860344331852
14 19 0.858872133581
14 20 0.777851290647
14 21 0.816016192926
14 22 0.882503261715
14 23 0.898571440401
14 24 0.854030978615
14 25 0.79289552914
14 26 0.854850490903
14 27 0.864042034564
14 28 0.804941027364
14 29 0.871898323814
14 30 0.878545697999
14 31 0.798558380596
14 32 0.900601641114
14 33 0.830596016047
14 34 0.794148968867
14 35 0.875419437885
14 36 0.846273802194
14 37 0.974635706533
14 38 0.851954841609
14 39 0.850521229303
14 40 0.821200622176
14 41 0.915233238737
14 42 0.886225195572
14 43 0.910252019228
14 44 0.823612733483
14 45 0.823418493115
14 46 0.834935324218
14 47 0.897998460669
14 48 0.884382322437
14 49 0.818218660481
14 50 0.822712502834
14 51 0.810319162273
14 52 0.738840779782
14 53 0.828567085918
14 54 0.794303051393
14 55 0.874404525103
14 56 0.872619718227
14 57 0.874736484994
14 58 0.818312095636
14 59 0.810838480888
14 60 0.838360633384
14 61 0.821841078336
15 16 0.781216809914
15 17 0.818340579016
15 18 0.835331354305
15 19 0.798914644724
15 20 0.787306556863
15 21 0.777674297785
15 22 0.862323366971
15 23 0.838227204774
15 24 0.859152841778
15 25 0.750369885436
15 26 0.821364367468
15 27 0.891369894616
15 28 0.824974131301
15 29 0.846950955149
15 30 0.866115988474
15 31 0.846772671781
15 32 0.868904366306
15 33 0.834476207837
15 34 0.807045109922
15 35 0.858195144157
15 36 0.874874871996
15 37 0.826062106888
15 38 0.875365727192
15 39 0.809367506728
15 40 0.803586040584
15 41 0.870459960582
15 42 0.802353904607
15 43 0.750890948182
15 44 0.863633503303
15 45 0.828997010315
15 46 0.850215024183
15 47 0.813822995949
15 48 0.803840926871
15 49 0.845406042119
15 50 0.856034729785
15 51 0.758920724319
15 52 0.744957511848
15 53 0.830485151854
15 54 0.78875474181
15 55 0.855970789323
15 56 0.883866983065
15 57 0.873791462896
15 58 0.831181827856
15 59 0.780267670187
15 60 0.864334491906
15 61 0.819198114294
16 17 0.838786122264
16 18 0.840082617561
16 19 0.813155717867
16 20 0.815273526999
16 21 0.784035457027
16 22 0.87631001332
16 23 0.906537166106
16 24 0.886881859468
16 25 0.771988300998
16 26 0.840608763645
16 27 0.859635673225
16 28 0.853660861656
16 29 0.883867729354
16 30 0.866981191513
16 31 0.812439801868
16 32 0.909650409154
16 33 0.853886803604
16 34 0.830665472611
16 35 0.907605647875
16 36 0.850593907464
16 37 0.86873681816
16 38 0.900922277719
16 39 0.823042448226
16 40 0.817797332645
16 41 0.897844244058
16 42 0.826608927925
16 43 0.820071145073
16 44 0.843985295945
16 45 0.845483390885
16 46 0.824081021556
16 47 0.829543806319
16 48 0.814475465301
16 49 0.869878688887
16 50 0.842634368491
16 51 0.751782685488
16 52 0.744616828564
16 53 0.79685389616
16 54 0.790400026208
16 55 0.913004724065
16 56 0.903429701135
16 57 0.919895973372
16 58 0.790092557808
16 59 0.784175727897
16 60 0.839339738648
16 61 0.866373283491
17 18 0.88179959391
17 19 1.02407455064
17 20 0.825958721818
17 21 0.809683552553
17 22 0.890696723783
17 23 0.963072361597
17 24 0.833785379487
17 25 0.862111071738
17 26 0.865253043934
17 27 0.876534693712
17 28 0.833642181298
17 29 0.887311344994
17 30 0.927906854436
17 31 0.808798738028
17 32 0.960874053725
17 33 0.87632589734
17 34 0.833169931205
17 35 0.943110318787
17 36 0.92732856798
17 37 1.06131466107
17 38 0.860577110592
17 39 1.07129916967
17 40 0.91271630946
17 41 0.992910936826
17 42 1.05828226866
17 43 0.873210126758
17 44 0.857025737801
17 45 0.851667079569
17 46 0.834399653116
17 47 1.10717645221
17 48 1.15825963377
17 49 0.8657575421
17 50 0.843830460144
17 51 0.937813032186
17 52 0.76850423864
17 53 0.94099310111
17 54 0.815649933657
17 55 0.890841044729
17 56 0.931434905637
17 57 0.894330859912
17 58 0.829830206928
17 59 0.914244660244
17 60 0.895184786417
17 61 0.853390853357
18 19 0.861459141627
18 20 0.886708493442
18 21 0.852710927541
18 22 0.977794873727
18 23 0.969910981238
18 24 0.944274389696
18 25 0.822311137102
18 26 0.94731517244
18 27 1.02099595073
18 28 0.908709035593
18 29 1.11989267544
18 30 0.970799679774
18 31 0.903225965814
18 32 1.17835074038
18 33 0.993344886318
18 34 0.85908442463
18 35 0.996598478781
18 36 0.939152102266
18 37 0.925179897139
18 38 0.912971953714
18 39 0.876834839038
18 40 0.873490818765
18 41 1.04103001006
18 42 0.841149541084
18 43 0.857651574045
18 44 0.959023335692
18 45 0.878713264768
18 46 0.908595439891
18 47 0.880001515709
18 48 0.851982243994
18 49 0.995753228333
18 50 0.950146515271
18 51 0.790785996602
18 52 0.782035602796
18 53 0.853285758626
18 54 0.843590406983
18 55 0.954438268775
18 56 1.14075931833
18 57 0.975107421711
18 58 0.87690791115
18 59 0.798648764714
18 60 0.902361698101
18 61 0.931520779649
19 20 0.808240445142
19 21 0.7822965635
19 22 0.847590969247
19 23 0.900322143118
19 24 0.80338568742
19 25 0.845369134423
19 26 0.843305736788
19 27 0.825171931587
19 28 0.795515342637
19 29 0.854105925121
19 30 0.881442395397
19 31 0.782670931891
19 32 0.881791406007
19 33 0.835064490778
19 34 0.80496892609
19 35 0.903995074824
19 36 0.841298456925
19 37 0.916049873727
19 38 0.814765183126
19 39 0.943141435087
19 40 0.822732754455
19 41 0.90328207149
19 42 0.931194630538
19 43 0.825890540875
19 44 0.831919090694
19 45 0.806401314825
19 46 0.802771290327
19 47 0.957123699824
19 48 0.940839098125
19 49 0.836482460692
19 50 0.817917226977
19 51 0.917395444904
19 52 0.751546975286
19 53 0.868157311995
19 54 0.797548714811
19 55 0.850400828226
19 56 0.876555127446
19 57 0.837309019153
19 58 0.823641547745
19 59 0.849657564333
19 60 0.846594500371
19 61 0.81061555984
20 21 0.805543934137
20 22 0.88337680304
20 23 0.879172442875
20 24 0.871595544647
20 25 0.759403245807
20 26 0.873775725072
20 27 0.942775036601
20 28 0.836145822311
20 29 0.884852377081
20 30 0.883141922001
20 31 0.848905566831
20 32 0.941224827205
20 33 0.881864927371
20 34 0.83262672524
20 35 0.950298003657
20 36 0.857494632421
20 37 0.820367558178
20 38 0.876212603975
20 39 0.801488842988
20 40 0.791950364881
20 41 0.910581112276
20 42 0.802022719332
20 43 0.794510914916
20 44 0.870261123716
20 45 0.851220203385
20 46 0.860613426135
20 47 0.794146418113
20 48 0.789797604302
20 49 0.893097425498
20 50 0.875449352267
20 51 0.739069617712
20 52 0.784954677896
20 53 0.80564037278
20 54 0.843310672267
20 55 0.865804137846
20 56 0.935661432184
20 57 0.895533677301
20 58 0.811363531259
20 59 0.791470591033
20 60 0.833757516286
20 61 0.871826077525
21 22 0.850688695125
21 23 0.885829088762
21 24 0.828883711627
21 25 0.75135388778
21 26 0.902796449945
21 27 0.821781945132
21 28 0.872646589098
21 29 0.845462570288
21 30 0.857746994103
21 31 0.772925308503
21 32 0.877401596956
21 33 0.812319076388
21 34 0.774427170926
21 35 0.887912609817
21 36 0.846353150042
21 37 0.813398201061
21 38 0.855198037362
21 39 0.784002131752
21 40 0.796370297815
21 41 0.860906929214
21 42 0.788982603389
21 43 0.802735229303
21 44 0.860510520757
21 45 0.804283941224
21 46 0.756314490335
21 47 0.778100715901
21 48 0.7725869144
21 49 0.832486166571
21 50 0.760535576988
21 51 0.754610925875
21 52 0.745449213627
21 53 0.786128113005
21 54 0.776262589996
21 55 0.861879938214
21 56 0.845836401982
21 57 0.873537472745
21 58 0.783087565984
21 59 0.788177944865
21 60 0.834922140504
21 61 0.800006233012
22 23 0.980675623702
22 24 1.16249135699
22 25 0.816373445629
22 26 0.943077096676
22 27 1.03841763026
22 28 0.95090116123
22 29 0.970850262681
22 30 1.03501085804
22 31 0.929979126767
22 32 1.08668436988
22 33 0.942133934536
22 34 0.910023014068
22 35 1.04909575586
22 36 0.971922091759
22 37 0.967150447125
22 38 0.976657838053
22 39 0.886876300794
22 40 0.858245102323
22 41 1.1279059241
22 42 0.894301059122
22 43 0.861616546354
22 44 0.969240960967
22 45 0.920041924426
22 46 0.974515976215
22 47 0.878890444305
22 48 0.843492678756
22 49 0.996498998357
22 50 0.987181515989
22 51 0.811789978915
22 52 0.786123788233
22 53 0.879970490485
22 54 0.849309405865
22 55 1.01464221669
22 56 1.03873483358
22 57 1.04357674393
22 58 0.887631126487
22 59 0.81615217154
22 60 0.94023191685
22 61 0.908314048219
23 24 0.951332940186
23 25 0.820623404427
23 26 0.93874372903
23 27 0.955764279791
23 28 0.937908193958
23 29 0.973929731598
23 30 0.982591737831
23 31 0.889516541869
23 32 1.0842751357
23 33 0.921638975968
23 34 0.8547407999
23 35 1.01056318078
23 36 0.954761813575
23 37 0.967748133994
23 38 0.954574347353
23 39 0.930154664205
23 40 0.880582351867
23 41 1.04889011979
23 42 0.914056040204
23 43 0.867530950622
23 44 0.936641808233
23 45 0.91207700508
23 46 0.918987480867
23 47 0.920227650899
23 48 0.891511092576
23 49 0.926866706891
23 50 0.91037893032
23 51 0.808919668285
23 52 0.785275950441
23 53 0.894165143473
23 54 0.848790652129
23 55 1.02552213356
23 56 1.03327965357
23 57 1.03797924307
23 58 0.870423149515
23 59 0.877423219517
23 60 0.946699053237
23 61 0.924732276208
24 25 0.771114389731
24 26 0.927047723996
24 27 1.05666582601
24 28 0.930218191704
24 29 0.995789012524
24 30 0.953146347107
24 31 0.963897820337
24 32 1.06696563903
24 33 0.943264460085
24 34 0.872720516352
24 35 1.01457762039
24 36 0.945633478815
24 37 0.89744497297
24 38 0.950834289138
24 39 0.830141780622
24 40 0.826588466115
24 41 0.984645784756
24 42 0.847900763259
24 43 0.826311399528
24 44 0.920994456808
24 45 0.890695005373
24 46 0.985235636278
24 47 0.824313012944
24 48 0.798585118778
24 49 0.971074120712
24 50 0.997652097247
24 51 0.769861964887
24 52 0.766353214197
24 53 0.819052732997
24 54 0.81808548006
24 55 0.972376296848
24 56 1.00931828273
24 57 0.992038429599
24 58 0.907854697841
24 59 0.779842503957
24 60 0.906770632951
24 61 0.901715979649
25 26 0.802960197856
25 27 0.801460436039
25 28 0.769657844323
25 29 0.816468091107
25 30 0.819334839605
25 31 0.757851128317
25 32 0.840693654675
25 33 0.752944755632
25 34 0.766750762674
25 35 0.827757651505
25 36 0.81573703373
25 37 0.847960683462
25 38 0.80829953429
25 39 0.84434643773
25 40 0.813118632441
25 41 0.844002806228
25 42 0.852188842163
25 43 0.816523221922
25 44 0.817849651712
25 45 0.777601358638
25 46 0.807156065336
25 47 0.849076814374
25 48 0.843485887907
25 49 0.801932188328
25 50 0.792818242086
25 51 1.22733986498
25 52 0.731908061236
25 53 0.851251470982
25 54 0.736323762292
25 55 0.832660992773
25 56 0.823556838388
25 57 0.830254801041
25 58 0.806668325907
25 59 0.80997503372
25 60 0.838432097342
25 61 0.767882818765
26 27 1.00612139062
26 28 0.906706161051
26 29 0.960752758149
26 30 0.988802477476
26 31 0.868694632463
26 32 1.04534646242
26 33 0.898963446488
26 34 0.837678439166
26 35 0.953636154369
26 36 0.90431123549
